reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-03-14,Flu ED visits pct,0,2026-03-14,boulder,quantile,0.025,1.599585778374716
2026-03-14,Flu ED visits pct,0,2026-03-14,boulder,quantile,0.05,1.802303574993925
2026-03-14,Flu ED visits pct,0,2026-03-14,boulder,quantile,0.1,2.080842942460379
2026-03-14,Flu ED visits pct,0,2026-03-14,boulder,quantile,0.25,2.666900092646559
2026-03-14,Flu ED visits pct,0,2026-03-14,boulder,quantile,0.5,3.4124240052246324
2026-03-14,Flu ED visits pct,0,2026-03-14,boulder,quantile,0.75,4.342768543018626
2026-03-14,Flu ED visits pct,0,2026-03-14,boulder,quantile,0.9,5.363168842374123
2026-03-14,Flu ED visits pct,0,2026-03-14,boulder,quantile,0.95,6.061747494296852
2026-03-14,Flu ED visits pct,0,2026-03-14,boulder,quantile,0.975,6.67400808611625
2026-03-14,Flu ED visits pct,0,2026-03-14,colorado-springs,quantile,0.025,0.7977401010497311
2026-03-14,Flu ED visits pct,0,2026-03-14,colorado-springs,quantile,0.05,0.9077279082011481
2026-03-14,Flu ED visits pct,0,2026-03-14,colorado-springs,quantile,0.1,1.0954126576830363
2026-03-14,Flu ED visits pct,0,2026-03-14,colorado-springs,quantile,0.25,1.448019763193229
2026-03-14,Flu ED visits pct,0,2026-03-14,colorado-springs,quantile,0.5,1.9312408010069047
2026-03-14,Flu ED visits pct,0,2026-03-14,colorado-springs,quantile,0.75,2.54539873448459
2026-03-14,Flu ED visits pct,0,2026-03-14,colorado-springs,quantile,0.9,3.1496822366150568
2026-03-14,Flu ED visits pct,0,2026-03-14,colorado-springs,quantile,0.95,3.569115860782436
2026-03-14,Flu ED visits pct,0,2026-03-14,colorado-springs,quantile,0.975,3.9959260347667622
2026-03-14,Flu ED visits pct,0,2026-03-14,denver,quantile,0.025,0.8717751163516984
2026-03-14,Flu ED visits pct,0,2026-03-14,denver,quantile,0.05,0.9980132345379318
2026-03-14,Flu ED visits pct,0,2026-03-14,denver,quantile,0.1,1.1612632405488634
2026-03-14,Flu ED visits pct,0,2026-03-14,denver,quantile,0.25,1.5376569801426603
2026-03-14,Flu ED visits pct,0,2026-03-14,denver,quantile,0.5,2.046844598320096
2026-03-14,Flu ED visits pct,0,2026-03-14,denver,quantile,0.75,2.6649145266678333
2026-03-14,Flu ED visits pct,0,2026-03-14,denver,quantile,0.9,3.287752299847666
2026-03-14,Flu ED visits pct,0,2026-03-14,denver,quantile,0.95,3.7179031045970654
2026-03-14,Flu ED visits pct,0,2026-03-14,denver,quantile,0.975,4.083915779169344
2026-03-14,Flu ED visits pct,0,2026-03-14,larimer,quantile,0.025,0.7007903071651422
2026-03-14,Flu ED visits pct,0,2026-03-14,larimer,quantile,0.05,0.8151730932203511
2026-03-14,Flu ED visits pct,0,2026-03-14,larimer,quantile,0.1,0.9693233478646531
2026-03-14,Flu ED visits pct,0,2026-03-14,larimer,quantile,0.25,1.2997094128570537
2026-03-14,Flu ED visits pct,0,2026-03-14,larimer,quantile,0.5,1.7322119828100377
2026-03-14,Flu ED visits pct,0,2026-03-14,larimer,quantile,0.75,2.2625629163149767
2026-03-14,Flu ED visits pct,0,2026-03-14,larimer,quantile,0.9,2.8346540752277645
2026-03-14,Flu ED visits pct,0,2026-03-14,larimer,quantile,0.95,3.2194024313282354
2026-03-14,Flu ED visits pct,0,2026-03-14,larimer,quantile,0.975,3.555651731194873
