reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-05-16,Flu ED visits pct,0,2026-05-16,athens,quantile,0.025,-0.0
2026-05-16,Flu ED visits pct,0,2026-05-16,athens,quantile,0.05,-0.0
2026-05-16,Flu ED visits pct,0,2026-05-16,athens,quantile,0.1,-0.0
2026-05-16,Flu ED visits pct,0,2026-05-16,athens,quantile,0.25,-0.0
2026-05-16,Flu ED visits pct,0,2026-05-16,athens,quantile,0.5,-0.0
2026-05-16,Flu ED visits pct,0,2026-05-16,athens,quantile,0.75,-0.0
2026-05-16,Flu ED visits pct,0,2026-05-16,athens,quantile,0.9,-0.0
2026-05-16,Flu ED visits pct,0,2026-05-16,athens,quantile,0.95,-0.0
2026-05-16,Flu ED visits pct,0,2026-05-16,athens,quantile,0.975,-0.0
2026-05-16,Flu ED visits pct,1,2026-05-23,athens,quantile,0.025,-0.0
2026-05-16,Flu ED visits pct,1,2026-05-23,athens,quantile,0.05,-0.0
2026-05-16,Flu ED visits pct,1,2026-05-23,athens,quantile,0.1,-0.0
2026-05-16,Flu ED visits pct,1,2026-05-23,athens,quantile,0.25,-0.0
2026-05-16,Flu ED visits pct,1,2026-05-23,athens,quantile,0.5,-0.0
2026-05-16,Flu ED visits pct,1,2026-05-23,athens,quantile,0.75,-0.0
2026-05-16,Flu ED visits pct,1,2026-05-23,athens,quantile,0.9,-0.0
2026-05-16,Flu ED visits pct,1,2026-05-23,athens,quantile,0.95,-0.0
2026-05-16,Flu ED visits pct,1,2026-05-23,athens,quantile,0.975,-0.0
2026-05-16,Flu ED visits pct,2,2026-05-30,athens,quantile,0.025,-0.0
2026-05-16,Flu ED visits pct,2,2026-05-30,athens,quantile,0.05,-0.0
2026-05-16,Flu ED visits pct,2,2026-05-30,athens,quantile,0.1,-0.0
2026-05-16,Flu ED visits pct,2,2026-05-30,athens,quantile,0.25,-0.0
2026-05-16,Flu ED visits pct,2,2026-05-30,athens,quantile,0.5,-0.0
2026-05-16,Flu ED visits pct,2,2026-05-30,athens,quantile,0.75,-0.0
2026-05-16,Flu ED visits pct,2,2026-05-30,athens,quantile,0.9,-0.0
2026-05-16,Flu ED visits pct,2,2026-05-30,athens,quantile,0.95,-0.0
