reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-28,Flu ED visits pct,0,2026-02-28,athens,quantile,0.025,1.5091879218816755
2026-02-28,Flu ED visits pct,1,2026-03-07,athens,quantile,0.025,0.9454042464494704
2026-02-28,Flu ED visits pct,2,2026-03-14,athens,quantile,0.025,0.4563157260417938
2026-02-28,Flu ED visits pct,3,2026-03-21,athens,quantile,0.025,0.3328607641160488
2026-02-28,Flu ED visits pct,0,2026-02-28,austin,quantile,0.025,1.719994217157364
2026-02-28,Flu ED visits pct,1,2026-03-07,austin,quantile,0.025,0.7827812656760216
2026-02-28,Flu ED visits pct,2,2026-03-14,austin,quantile,0.025,0.2846038825809955
2026-02-28,Flu ED visits pct,3,2026-03-21,austin,quantile,0.025,0.1578859258443117
2026-02-28,Flu ED visits pct,0,2026-02-28,baltimore,quantile,0.025,0.2683090940117836
2026-02-28,Flu ED visits pct,1,2026-03-07,baltimore,quantile,0.025,0.3166126906871795
2026-02-28,Flu ED visits pct,2,2026-03-14,baltimore,quantile,0.025,0.1685555223375558
2026-02-28,Flu ED visits pct,3,2026-03-21,baltimore,quantile,0.025,0.1781845577061176
2026-02-28,Flu ED visits pct,0,2026-02-28,bangor,quantile,0.025,1.4666713774204254
2026-02-28,Flu ED visits pct,1,2026-03-07,bangor,quantile,0.025,1.102114051580429
2026-02-28,Flu ED visits pct,2,2026-03-14,bangor,quantile,0.025,0.7403989210724831
2026-02-28,Flu ED visits pct,3,2026-03-21,bangor,quantile,0.025,0.3874707482755184
2026-02-28,Flu ED visits pct,0,2026-02-28,beaumont,quantile,0.025,1.3941975682973862
2026-02-28,Flu ED visits pct,1,2026-03-07,beaumont,quantile,0.025,1.0088154673576355
2026-02-28,Flu ED visits pct,2,2026-03-14,beaumont,quantile,0.025,0.832764208316803
2026-02-28,Flu ED visits pct,3,2026-03-21,beaumont,quantile,0.025,0.6179409474134445
2026-02-28,Flu ED visits pct,0,2026-02-28,boston,quantile,0.025,0.5941062867641449
2026-02-28,Flu ED visits pct,1,2026-03-07,boston,quantile,0.025,0.6001066789031029
2026-02-28,Flu ED visits pct,2,2026-03-14,boston,quantile,0.025,0.3775412812829017
2026-02-28,Flu ED visits pct,3,2026-03-21,boston,quantile,0.025,0.400182481855154
2026-02-28,Flu ED visits pct,0,2026-02-28,boulder,quantile,0.025,2.3929393887519836
2026-02-28,Flu ED visits pct,1,2026-03-07,boulder,quantile,0.025,1.663866087794304
2026-02-28,Flu ED visits pct,2,2026-03-14,boulder,quantile,0.025,0.9814233034849168
