Week Ending Date,Region,Definition Count,Total ED Visits,Percentage Of Total ED Visits,
9/27/14,1 NENC,20,11516,0.17%,
9/27/14,2 SENC,1,6547,0.02%,
9/27/14,3 FAY AREA,10,13628,0.07%,
9/27/14,4 RTP AREA,8,13924,0.06%,
9/27/14,5 TRIAD AREA,10,16161,0.06%,
9/27/14,6 WNC,7,9222,0.08%,
9/27/14,7 CLT AREA,15,22039,0.07%,
10/4/14,1 NENC,8,11439,0.07%,
10/4/14,2 SENC,3,6138,0.05%,
10/4/14,3 FAY AREA,5,13420,0.04%,
10/4/14,4 RTP AREA,11,13923,0.08%,
10/4/14,5 TRIAD AREA,8,16206,0.05%,
10/4/14,6 WNC,3,9036,0.03%,
10/4/14,7 CLT AREA,10,21792,0.05%,
10/11/14,1 NENC,11,11702,0.09%,
10/11/14,2 SENC,6,6360,0.09%,
10/11/14,3 FAY AREA,9,13577,0.07%,
10/11/14,4 RTP AREA,9,14256,0.06%,
10/11/14,5 TRIAD AREA,5,16247,0.03%,
10/11/14,6 WNC,5,9240,0.05%,
10/11/14,7 CLT AREA,19,22509,0.08%,
10/18/14,1 NENC,6,11573,0.05%,
10/18/14,2 SENC,3,6670,0.04%,
10/18/14,3 FAY AREA,6,13521,0.04%,
10/18/14,4 RTP AREA,8,13773,0.06%,
10/18/14,5 TRIAD AREA,11,16084,0.07%,
10/18/14,6 WNC,4,9134,0.04%,
10/18/14,7 CLT AREA,17,21850,0.08%,
10/25/14,1 NENC,20,11110,0.18%,
10/25/14,2 SENC,9,6439,0.14%,
10/25/14,3 FAY AREA,9,12496,0.07%,
10/25/14,4 RTP AREA,12,13457,0.09%,
10/25/14,5 TRIAD AREA,15,15662,0.10%,
10/25/14,6 WNC,6,8861,0.07%,
10/25/14,7 CLT AREA,18,21208,0.08%,
11/1/14,1 NENC,14,10953,0.13%,
11/1/14,2 SENC,5,5951,0.08%,
11/1/14,3 FAY AREA,5,12012,0.04%,
11/1/14,4 RTP AREA,13,13624,0.10%,
11/1/14,5 TRIAD AREA,18,15630,0.12%,
11/1/14,6 WNC,19,8598,0.22%,
11/1/14,7 CLT AREA,15,20941,0.07%,
11/8/14,1 NENC,23,10865,0.21%,
11/8/14,2 SENC,8,6101,0.13%,
11/8/14,3 FAY AREA,19,12417,0.15%,
11/8/14,4 RTP AREA,9,13304,0.07%,
11/8/14,5 TRIAD AREA,14,15516,0.09%,
11/8/14,6 WNC,7,8480,0.08%,
11/8/14,7 CLT AREA,9,20479,0.04%,
11/15/14,1 NENC,22,10987,0.20%,
11/15/14,2 SENC,24,6182,0.39%,
11/15/14,3 FAY AREA,32,12707,0.25%,
11/15/14,4 RTP AREA,22,13429,0.16%,
11/15/14,5 TRIAD AREA,19,15227,0.12%,
11/15/14,6 WNC,11,8598,0.13%,
11/15/14,7 CLT AREA,17,20858,0.08%,
11/22/14,1 NENC,43,10648,0.40%,
11/22/14,2 SENC,31,6155,0.50%,
11/22/14,3 FAY AREA,36,12576,0.29%,
11/22/14,4 RTP AREA,37,13087,0.28%,
11/22/14,5 TRIAD AREA,20,14878,0.13%,
11/22/14,6 WNC,23,8344,0.28%,
11/22/14,7 CLT AREA,22,20278,0.11%,
11/29/14,1 NENC,92,10774,0.85%,
11/29/14,2 SENC,43,5970,0.72%,
11/29/14,3 FAY AREA,149,12680,1.18%,
11/29/14,4 RTP AREA,67,12907,0.52%,
11/29/14,5 TRIAD AREA,37,14617,0.25%,
11/29/14,6 WNC,45,8258,0.54%,
11/29/14,7 CLT AREA,35,20289,0.17%,
12/6/14,1 NENC,86,11487,0.75%,
12/6/14,2 SENC,73,6424,1.14%,
12/6/14,3 FAY AREA,140,13377,1.05%,
12/6/14,4 RTP AREA,90,14060,0.64%,
12/6/14,5 TRIAD AREA,57,15888,0.36%,
12/6/14,6 WNC,76,9077,0.84%,
12/6/14,7 CLT AREA,71,21949,0.32%,
12/13/14,1 NENC,158,11419,1.38%,
12/13/14,2 SENC,78,6348,1.23%,
12/13/14,3 FAY AREA,261,13424,1.94%,
12/13/14,4 RTP AREA,174,13857,1.26%,
12/13/14,5 TRIAD AREA,112,15603,0.72%,
12/13/14,6 WNC,75,8753,0.86%,
12/13/14,7 CLT AREA,124,21867,0.57%,
12/20/14,1 NENC,354,12457,2.84%,
12/20/14,2 SENC,196,6811,2.88%,
12/20/14,3 FAY AREA,621,14448,4.30%,
12/20/14,4 RTP AREA,395,14733,2.68%,
12/20/14,5 TRIAD AREA,365,17024,2.14%,
12/20/14,6 WNC,240,9486,2.53%,
12/20/14,7 CLT AREA,357,23182,1.54%,
12/27/14,1 NENC,671,12814,5.24%,
12/27/14,2 SENC,397,7015,5.66%,
12/27/14,3 FAY AREA,1059,15213,6.96%,
12/27/14,4 RTP AREA,744,14747,5.05%,
12/27/14,5 TRIAD AREA,978,18419,5.31%,
12/27/14,6 WNC,401,10115,3.96%,
12/27/14,7 CLT AREA,860,24434,3.52%,
1/3/15,1 NENC,522,13078,3.99%,
1/3/15,2 SENC,359,7253,4.95%,
1/3/15,3 FAY AREA,764,15243,5.01%,
1/3/15,4 RTP AREA,617,15098,4.09%,
1/3/15,5 TRIAD AREA,1045,18799,5.56%,
1/3/15,6 WNC,374,10328,3.62%,
1/3/15,7 CLT AREA,792,25287,3.13%,
1/10/15,1 NENC,384,11856,3.24%,
1/10/15,2 SENC,202,6560,3.08%,
1/10/15,3 FAY AREA,395,13318,2.97%,
1/10/15,4 RTP AREA,415,14015,2.96%,
1/10/15,5 TRIAD AREA,604,16517,3.66%,
1/10/15,6 WNC,231,9066,2.55%,
1/10/15,7 CLT AREA,616,22820,2.70%,
1/17/15,1 NENC,304,11235,2.71%,
1/17/15,2 SENC,183,6459,2.83%,
1/17/15,3 FAY AREA,326,12830,2.54%,
1/17/15,4 RTP AREA,342,13362,2.56%,
1/17/15,5 TRIAD AREA,519,15963,3.25%,
1/17/15,6 WNC,167,9373,1.78%,
1/17/15,7 CLT AREA,567,22561,2.51%,
1/24/15,1 NENC,239,11549,2.07%,
1/24/15,2 SENC,152,6436,2.36%,
1/24/15,3 FAY AREA,276,13222,2.09%,
1/24/15,4 RTP AREA,316,14135,2.24%,
1/24/15,5 TRIAD AREA,432,16143,2.68%,
1/24/15,6 WNC,166,10153,1.63%,
1/24/15,7 CLT AREA,588,23441,2.51%,
1/31/15,1 NENC,168,11237,1.50%,
1/31/15,2 SENC,87,6103,1.43%,
1/31/15,3 FAY AREA,216,12827,1.68%,
1/31/15,4 RTP AREA,212,13355,1.59%,
1/31/15,5 TRIAD AREA,328,15720,2.09%,
1/31/15,6 WNC,115,10183,1.13%,
1/31/15,7 CLT AREA,425,22415,1.90%,
2/7/15,1 NENC,146,11046,1.32%,
2/7/15,2 SENC,72,6122,1.18%,
2/7/15,3 FAY AREA,199,12748,1.56%,
2/7/15,4 RTP AREA,150,13480,1.11%,
2/7/15,5 TRIAD AREA,293,15875,1.85%,
2/7/15,6 WNC,113,9670,1.17%,
2/7/15,7 CLT AREA,390,22607,1.73%,
2/14/15,1 NENC,110,11328,0.97%,
2/14/15,2 SENC,82,6396,1.28%,
2/14/15,3 FAY AREA,188,13088,1.44%,
2/14/15,4 RTP AREA,106,13551,0.78%,
2/14/15,5 TRIAD AREA,214,15793,1.36%,
2/14/15,6 WNC,81,9240,0.88%,
2/14/15,7 CLT AREA,352,22854,1.54%,
2/21/15,1 NENC,88,10972,0.80%,
2/21/15,2 SENC,60,6151,0.98%,
2/21/15,3 FAY AREA,164,12389,1.32%,
2/21/15,4 RTP AREA,87,12701,0.68%,
2/21/15,5 TRIAD AREA,164,14595,1.12%,
2/21/15,6 WNC,73,8965,0.81%,
2/21/15,7 CLT AREA,238,21499,1.11%,
2/28/15,1 NENC,68,11107,0.61%,
2/28/15,2 SENC,50,6282,0.80%,
2/28/15,3 FAY AREA,99,13098,0.76%,
2/28/15,4 RTP AREA,56,12542,0.45%,
2/28/15,5 TRIAD AREA,150,15453,0.97%,
2/28/15,6 WNC,61,9417,0.65%,
2/28/15,7 CLT AREA,186,22045,0.84%,
3/7/15,1 NENC,60,11243,0.53%,
3/7/15,2 SENC,56,6318,0.89%,
3/7/15,3 FAY AREA,81,12916,0.63%,
3/7/15,4 RTP AREA,39,13433,0.29%,
3/7/15,5 TRIAD AREA,127,15830,0.80%,
3/7/15,6 WNC,80,9606,0.83%,
3/7/15,7 CLT AREA,121,22877,0.53%,
3/14/15,1 NENC,66,11764,0.56%,
3/14/15,2 SENC,67,6710,1.00%,
3/14/15,3 FAY AREA,72,13470,0.53%,
3/14/15,4 RTP AREA,37,14143,0.26%,
3/14/15,5 TRIAD AREA,114,16094,0.71%,
3/14/15,6 WNC,55,10314,0.53%,
3/14/15,7 CLT AREA,114,23561,0.48%,
3/21/15,1 NENC,40,11654,0.34%,
3/21/15,2 SENC,39,6513,0.60%,
3/21/15,3 FAY AREA,63,13340,0.47%,
3/21/15,4 RTP AREA,22,13707,0.16%,
3/21/15,5 TRIAD AREA,110,16107,0.68%,
3/21/15,6 WNC,43,10482,0.41%,
3/21/15,7 CLT AREA,69,22946,0.30%,
3/28/15,1 NENC,63,11652,0.54%,
3/28/15,2 SENC,23,6560,0.35%,
3/28/15,3 FAY AREA,55,13478,0.41%,
3/28/15,4 RTP AREA,33,13215,0.25%,
3/28/15,5 TRIAD AREA,109,16768,0.65%,
3/28/15,6 WNC,42,10488,0.40%,
3/28/15,7 CLT AREA,57,22712,0.25%,
4/4/15,1 NENC,56,11805,0.47%,
4/4/15,2 SENC,14,6272,0.22%,
4/4/15,3 FAY AREA,40,12890,0.31%,
4/4/15,4 RTP AREA,18,13219,0.14%,
4/4/15,5 TRIAD AREA,54,16192,0.33%,
4/4/15,6 WNC,44,9429,0.47%,
4/4/15,7 CLT AREA,37,21701,0.17%,
4/11/15,1 NENC,63,11450,0.55%,
4/11/15,2 SENC,15,6377,0.24%,
4/11/15,3 FAY AREA,42,13056,0.32%,
4/11/15,4 RTP AREA,15,13147,0.11%,
4/11/15,5 TRIAD AREA,64,16496,0.39%,
4/11/15,6 WNC,30,9142,0.33%,
4/11/15,7 CLT AREA,42,22188,0.19%,
4/18/15,1 NENC,56,11391,0.49%,
4/18/15,2 SENC,7,6674,0.10%,
4/18/15,3 FAY AREA,27,12866,0.21%,
4/18/15,4 RTP AREA,11,13235,0.08%,
4/18/15,5 TRIAD AREA,46,16313,0.28%,
4/18/15,6 WNC,16,8977,0.18%,
4/18/15,7 CLT AREA,25,22061,0.11%,
4/25/15,1 NENC,27,11240,0.24%,
4/25/15,2 SENC,3,6413,0.05%,
4/25/15,3 FAY AREA,12,12967,0.09%,
4/25/15,4 RTP AREA,13,13354,0.10%,
4/25/15,5 TRIAD AREA,25,16100,0.16%,
4/25/15,6 WNC,8,8850,0.09%,
4/25/15,7 CLT AREA,14,21321,0.07%,
5/2/15,1 NENC,22,11091,0.20%,
5/2/15,2 SENC,5,6487,0.08%,
5/2/15,3 FAY AREA,14,12728,0.11%,
5/2/15,4 RTP AREA,10,11984,0.08%,
5/2/15,5 TRIAD AREA,19,15993,0.12%,
5/2/15,6 WNC,7,8738,0.08%,
5/2/15,7 CLT AREA,17,21016,0.08%,
5/9/15,1 NENC,21,11746,0.18%,
5/9/15,2 SENC,5,6413,0.08%,
5/9/15,3 FAY AREA,15,13430,0.11%,
5/9/15,4 RTP AREA,7,13482,0.05%,
5/9/15,5 TRIAD AREA,11,16567,0.07%,
5/9/15,6 WNC,6,9114,0.07%,
5/9/15,7 CLT AREA,12,21919,0.05%,
5/16/15,1 NENC,12,11599,0.10%,
5/16/15,2 SENC,4,6125,0.07%,
5/16/15,3 FAY AREA,20,13202,0.15%,
5/16/15,4 RTP AREA,6,13689,0.04%,
5/16/15,5 TRIAD AREA,8,16815,0.05%,
5/16/15,6 WNC,0,9106,0.00%,
5/16/15,7 CLT AREA,7,22258,0.03%,
5/23/15,1 NENC,19,11538,0.16%,
5/23/15,2 SENC,2,6383,0.03%,
5/23/15,3 FAY AREA,10,13287,0.08%,
5/23/15,4 RTP AREA,2,13075,0.02%,
5/23/15,5 TRIAD AREA,6,16767,0.04%,
5/23/15,6 WNC,2,8977,0.02%,
5/23/15,7 CLT AREA,10,22663,0.04%,
5/30/15,1 NENC,15,11985,0.13%,
5/30/15,2 SENC,0,6615,0.00%,
5/30/15,3 FAY AREA,6,13343,0.04%,
5/30/15,4 RTP AREA,1,12997,0.01%,
5/30/15,5 TRIAD AREA,2,17049,0.01%,
5/30/15,6 WNC,0,8833,0.00%,
5/30/15,7 CLT AREA,2,22353,0.01%,
6/6/15,1 NENC,12,11268,0.11%,
6/6/15,2 SENC,3,6082,0.05%,
6/6/15,3 FAY AREA,3,12882,0.02%,
6/6/15,4 RTP AREA,2,12127,0.02%,
6/6/15,5 TRIAD AREA,4,16348,0.02%,
6/6/15,6 WNC,0,8648,0.00%,
6/6/15,7 CLT AREA,1,21872,0.00%,
6/13/15,1 NENC,13,11445,0.11%,
6/13/15,2 SENC,2,6393,0.03%,
6/13/15,3 FAY AREA,6,12798,0.05%,
6/13/15,4 RTP AREA,3,12102,0.02%,
6/13/15,5 TRIAD AREA,3,16542,0.02%,
6/13/15,6 WNC,1,9024,0.01%,
6/13/15,7 CLT AREA,4,22191,0.02%,
6/20/15,1 NENC,5,11531,0.04%,
6/20/15,2 SENC,3,6486,0.05%,
6/20/15,3 FAY AREA,1,12841,0.01%,
6/20/15,4 RTP AREA,0,12267,0.00%,
6/20/15,5 TRIAD AREA,4,16363,0.02%,
6/20/15,6 WNC,0,9395,0.00%,
6/20/15,7 CLT AREA,1,22436,0.00%,
6/27/15,1 NENC,4,11238,0.04%,
6/27/15,2 SENC,0,6381,0.00%,
6/27/15,3 FAY AREA,4,12863,0.03%,
6/27/15,4 RTP AREA,0,12624,0.00%,
6/27/15,5 TRIAD AREA,4,16342,0.02%,
6/27/15,6 WNC,0,9332,0.00%,
6/27/15,7 CLT AREA,2,21924,0.01%,
7/4/15,1 NENC,2,10967,0.02%,
7/4/15,2 SENC,1,6529,0.02%,
7/4/15,3 FAY AREA,3,12139,0.02%,
7/4/15,4 RTP AREA,0,12796,0.00%,
7/4/15,5 TRIAD AREA,0,15535,0.00%,
7/4/15,6 WNC,1,8782,0.01%,
7/4/15,7 CLT AREA,0,20727,0.00%,
7/11/15,1 NENC,0,11414,0.00%,
7/11/15,2 SENC,0,6941,0.00%,
7/11/15,3 FAY AREA,1,12970,0.01%,
7/11/15,4 RTP AREA,2,13268,0.02%,
7/11/15,5 TRIAD AREA,0,16337,0.00%,
7/11/15,6 WNC,0,9043,0.00%,
7/11/15,7 CLT AREA,3,22185,0.01%,
7/18/15,1 NENC,5,11062,0.05%,
7/18/15,2 SENC,0,6601,0.00%,
7/18/15,3 FAY AREA,3,12532,0.02%,
7/18/15,4 RTP AREA,0,12633,0.00%,
7/18/15,5 TRIAD AREA,6,15942,0.04%,
7/18/15,6 WNC,1,9107,0.01%,
7/18/15,7 CLT AREA,2,21459,0.01%,
7/25/15,1 NENC,1,11269,0.01%,
7/25/15,2 SENC,0,6807,0.00%,
7/25/15,3 FAY AREA,1,12505,0.01%,
7/25/15,4 RTP AREA,1,12711,0.01%,
7/25/15,5 TRIAD AREA,3,16178,0.02%,
7/25/15,6 WNC,1,9205,0.01%,
7/25/15,7 CLT AREA,2,21353,0.01%,
8/1/15,1 NENC,4,11078,0.04%,
8/1/15,2 SENC,1,7052,0.01%,
8/1/15,3 FAY AREA,1,12563,0.01%,
8/1/15,4 RTP AREA,2,12535,0.02%,
8/1/15,5 TRIAD AREA,0,16205,0.00%,
8/1/15,6 WNC,0,8987,0.00%,
8/1/15,7 CLT AREA,2,21396,0.01%,
8/8/15,1 NENC,3,11187,0.03%,
8/8/15,2 SENC,3,6648,0.05%,
8/8/15,3 FAY AREA,5,12348,0.04%,
8/8/15,4 RTP AREA,0,13128,0.00%,
8/8/15,5 TRIAD AREA,4,15678,0.03%,
8/8/15,6 WNC,0,8697,0.00%,
8/8/15,7 CLT AREA,0,21257,0.00%,
8/15/15,1 NENC,3,10770,0.03%,
8/15/15,2 SENC,0,6133,0.00%,
8/15/15,3 FAY AREA,4,12572,0.03%,
8/15/15,4 RTP AREA,0,13534,0.00%,
8/15/15,5 TRIAD AREA,1,15798,0.01%,
8/15/15,6 WNC,0,8749,0.00%,
8/15/15,7 CLT AREA,0,21281,0.00%,
8/22/15,1 NENC,5,11123,0.04%,
8/22/15,2 SENC,1,6606,0.02%,
8/22/15,3 FAY AREA,4,12553,0.03%,
8/22/15,4 RTP AREA,0,13709,0.00%,
8/22/15,5 TRIAD AREA,0,16075,0.00%,
8/22/15,6 WNC,5,8719,0.06%,
8/22/15,7 CLT AREA,2,21226,0.01%,
8/29/15,1 NENC,2,11081,0.02%,
8/29/15,2 SENC,0,6672,0.00%,
8/29/15,3 FAY AREA,1,12546,0.01%,
8/29/15,4 RTP AREA,1,13934,0.01%,
8/29/15,5 TRIAD AREA,1,16556,0.01%,
8/29/15,6 WNC,2,9114,0.02%,
8/29/15,7 CLT AREA,0,21522,0.00%,
9/5/15,1 NENC,4,11488,0.03%,
9/5/15,2 SENC,2,6818,0.03%,
9/5/15,3 FAY AREA,11,13003,0.08%,
9/5/15,4 RTP AREA,0,13897,0.00%,
9/5/15,5 TRIAD AREA,6,16600,0.04%,
9/5/15,6 WNC,1,9251,0.01%,
9/5/15,7 CLT AREA,2,21672,0.01%,
9/12/15,1 NENC,6,12262,0.05%,
9/12/15,2 SENC,4,7306,0.05%,
9/12/15,3 FAY AREA,6,13600,0.04%,
9/12/15,4 RTP AREA,2,14139,0.01%,
9/12/15,5 TRIAD AREA,1,17409,0.01%,
9/12/15,6 WNC,2,9396,0.02%,
9/12/15,7 CLT AREA,2,23019,0.01%,
9/19/15,1 NENC,6,11688,0.05%,
9/19/15,2 SENC,2,6917,0.03%,
9/19/15,3 FAY AREA,14,13071,0.11%,
9/19/15,4 RTP AREA,0,14116,0.00%,
9/19/15,5 TRIAD AREA,8,16773,0.05%,
9/19/15,6 WNC,3,9159,0.03%,
9/19/15,7 CLT AREA,4,22369,0.02%,
9/26/15,1 NENC,6,11643,0.05%,
9/26/15,2 SENC,5,6923,0.07%,
9/26/15,3 FAY AREA,15,13029,0.12%,
9/26/15,4 RTP AREA,6,13926,0.04%,
9/26/15,5 TRIAD AREA,12,16383,0.07%,
9/26/15,6 WNC,3,9268,0.03%,
9/26/15,7 CLT AREA,5,21146,0.02%,
10/3/15,1 NENC,13,11412,0.11%,
10/3/15,2 SENC,1,6849,0.01%,
10/3/15,3 FAY AREA,16,12586,0.13%,
10/3/15,4 RTP AREA,7,13210,0.05%,
10/3/15,5 TRIAD AREA,18,15516,0.12%,
10/3/15,6 WNC,7,8798,0.08%,
10/3/15,7 CLT AREA,7,21059,0.03%,
10/10/15,1 NENC,10,11180,0.09%,
10/10/15,2 SENC,3,6525,0.05%,
10/10/15,3 FAY AREA,30,12578,0.24%,
10/10/15,4 RTP AREA,9,13661,0.07%,
10/10/15,5 TRIAD AREA,14,16170,0.09%,
10/10/15,6 WNC,9,9157,0.10%,
10/10/15,7 CLT AREA,12,21747,0.06%,
10/17/15,1 NENC,11,11466,0.10%,
10/17/15,2 SENC,2,6909,0.03%,
10/17/15,3 FAY AREA,21,12938,0.16%,
10/17/15,4 RTP AREA,11,13519,0.08%,
10/17/15,5 TRIAD AREA,6,16264,0.04%,
10/17/15,6 WNC,1,8909,0.01%,
10/17/15,7 CLT AREA,3,21622,0.01%,
10/24/15,1 NENC,14,11226,0.12%,
10/24/15,2 SENC,7,6651,0.11%,
10/24/15,3 FAY AREA,27,12799,0.21%,
10/24/15,4 RTP AREA,4,13064,0.03%,
10/24/15,5 TRIAD AREA,15,15862,0.09%,
10/24/15,6 WNC,8,8672,0.09%,
10/24/15,7 CLT AREA,20,20839,0.10%,
10/31/15,1 NENC,10,11031,0.09%,
10/31/15,2 SENC,10,6785,0.15%,
10/31/15,3 FAY AREA,23,12598,0.18%,
10/31/15,4 RTP AREA,7,13261,0.05%,
10/31/15,5 TRIAD AREA,14,15626,0.09%,
10/31/15,6 WNC,6,8613,0.07%,
10/31/15,7 CLT AREA,25,21476,0.12%,
11/7/15,1 NENC,14,11437,0.12%,
11/7/15,2 SENC,5,7044,0.07%,
11/7/15,3 FAY AREA,34,13087,0.26%,
11/7/15,4 RTP AREA,6,13707,0.04%,
11/7/15,5 TRIAD AREA,17,16507,0.10%,
11/7/15,6 WNC,9,9100,0.10%,
11/7/15,7 CLT AREA,28,21956,0.13%,
11/14/15,1 NENC,19,11219,0.17%,
11/14/15,2 SENC,6,6939,0.09%,
11/14/15,3 FAY AREA,30,12332,0.24%,
11/14/15,4 RTP AREA,6,13532,0.04%,
11/14/15,5 TRIAD AREA,14,16048,0.09%,
11/14/15,6 WNC,9,8708,0.10%,
11/14/15,7 CLT AREA,24,21778,0.11%,
11/21/15,1 NENC,15,10843,0.14%,
11/21/15,2 SENC,10,6802,0.15%,
11/21/15,3 FAY AREA,29,12793,0.23%,
11/21/15,4 RTP AREA,9,13728,0.07%,
11/21/15,5 TRIAD AREA,30,16696,0.18%,
11/21/15,6 WNC,8,8716,0.09%,
11/21/15,7 CLT AREA,25,22322,0.11%,
11/28/15,1 NENC,17,10260,0.17%,
11/28/15,2 SENC,5,6536,0.08%,
11/28/15,3 FAY AREA,39,12257,0.32%,
11/28/15,4 RTP AREA,6,12885,0.05%,
11/28/15,5 TRIAD AREA,22,15482,0.14%,
11/28/15,6 WNC,4,8408,0.05%,
11/28/15,7 CLT AREA,23,20620,0.11%,
12/5/15,1 NENC,23,11670,0.20%,
12/5/15,2 SENC,6,6935,0.09%,
12/5/15,3 FAY AREA,43,12908,0.33%,
12/5/15,4 RTP AREA,12,14281,0.08%,
12/5/15,5 TRIAD AREA,26,16097,0.16%,
12/5/15,6 WNC,7,9000,0.08%,
12/5/15,7 CLT AREA,30,22680,0.13%,
12/12/15,1 NENC,21,11172,0.19%,
12/12/15,2 SENC,6,6870,0.09%,
12/12/15,3 FAY AREA,41,12689,0.32%,
12/12/15,4 RTP AREA,9,13943,0.06%,
12/12/15,5 TRIAD AREA,27,13784,0.20%,
12/12/15,6 WNC,13,9039,0.14%,
12/12/15,7 CLT AREA,23,22910,0.10%,
12/19/15,1 NENC,24,11126,0.22%,
12/19/15,2 SENC,7,7068,0.10%,
12/19/15,3 FAY AREA,24,11996,0.20%,
12/19/15,4 RTP AREA,16,13913,0.12%,
12/19/15,5 TRIAD AREA,20,12935,0.15%,
12/19/15,6 WNC,6,8888,0.07%,
12/19/15,7 CLT AREA,23,22660,0.10%,
12/26/15,1 NENC,24,10808,0.22%,
12/26/15,2 SENC,4,6511,0.06%,
12/26/15,3 FAY AREA,17,11582,0.15%,
12/26/15,4 RTP AREA,7,13164,0.05%,
12/26/15,5 TRIAD AREA,24,13028,0.18%,
12/26/15,6 WNC,8,8704,0.09%,
12/26/15,7 CLT AREA,31,21841,0.14%,
1/2/16,1 NENC,35,12075,0.29%,
1/2/16,2 SENC,3,7160,0.04%,
1/2/16,3 FAY AREA,26,12853,0.20%,
1/2/16,4 RTP AREA,14,14439,0.10%,
1/2/16,5 TRIAD AREA,40,17158,0.23%,
1/2/16,6 WNC,12,9568,0.13%,
1/2/16,7 CLT AREA,51,24131,0.21%,
1/9/16,1 NENC,20,11241,0.18%,
1/9/16,2 SENC,1,6692,0.01%,
1/9/16,3 FAY AREA,19,12082,0.16%,
1/9/16,4 RTP AREA,27,13914,0.19%,
1/9/16,5 TRIAD AREA,40,16926,0.24%,
1/9/16,6 WNC,11,8935,0.12%,
1/9/16,7 CLT AREA,33,22301,0.15%,
1/16/16,1 NENC,30,10558,0.28%,
1/16/16,2 SENC,5,4506,0.11%,
1/16/16,3 FAY AREA,12,11737,0.10%,
1/16/16,4 RTP AREA,13,13552,0.10%,
1/16/16,5 TRIAD AREA,32,16569,0.19%,
1/16/16,6 WNC,10,8398,0.12%,
1/16/16,7 CLT AREA,37,21860,0.17%,
1/23/16,1 NENC,24,9643,0.25%,
1/23/16,2 SENC,2,3821,0.05%,
1/23/16,3 FAY AREA,47,11032,0.43%,
1/23/16,4 RTP AREA,12,11435,0.10%,
1/23/16,5 TRIAD AREA,28,13657,0.21%,
1/23/16,6 WNC,14,6677,0.21%,
1/23/16,7 CLT AREA,51,19195,0.27%,
1/30/16,1 NENC,29,11550,0.25%,
1/30/16,2 SENC,3,4018,0.07%,
1/30/16,3 FAY AREA,46,12466,0.37%,
1/30/16,4 RTP AREA,13,13138,0.10%,
1/30/16,5 TRIAD AREA,21,16142,0.13%,
1/30/16,6 WNC,15,8642,0.17%,
1/30/16,7 CLT AREA,39,21940,0.18%,
2/6/16,1 NENC,25,11129,0.22%,
2/6/16,2 SENC,14,3948,0.35%,
2/6/16,3 FAY AREA,43,12331,0.35%,
2/6/16,4 RTP AREA,16,13267,0.12%,
2/6/16,5 TRIAD AREA,32,15995,0.20%,
2/6/16,6 WNC,8,8726,0.09%,
2/6/16,7 CLT AREA,64,21706,0.29%,
2/13/16,1 NENC,35,10137,0.35%,
2/13/16,2 SENC,12,4009,0.30%,
2/13/16,3 FAY AREA,67,11489,0.58%,
2/13/16,4 RTP AREA,30,12877,0.23%,
2/13/16,5 TRIAD AREA,37,15464,0.24%,
2/13/16,6 WNC,16,8415,0.19%,
2/13/16,7 CLT AREA,60,21290,0.28%,
2/20/16,1 NENC,76,10820,0.70%,
2/20/16,2 SENC,20,4360,0.46%,
2/20/16,3 FAY AREA,173,12900,1.34%,
2/20/16,4 RTP AREA,51,13472,0.38%,
2/20/16,5 TRIAD AREA,76,16332,0.47%,
2/20/16,6 WNC,26,8738,0.30%,
2/20/16,7 CLT AREA,131,22540,0.58%,
2/27/16,1 NENC,104,11492,0.90%,
2/27/16,2 SENC,44,4769,0.92%,
2/27/16,3 FAY AREA,315,13608,2.31%,
2/27/16,4 RTP AREA,92,14039,0.66%,
2/27/16,5 TRIAD AREA,141,17390,0.81%,
2/27/16,6 WNC,41,9786,0.42%,
2/27/16,7 CLT AREA,188,23692,0.79%,
3/5/16,1 NENC,174,12360,1.41%,
3/5/16,2 SENC,77,4947,1.56%,
3/5/16,3 FAY AREA,438,13644,3.21%,
3/5/16,4 RTP AREA,165,14396,1.15%,
3/5/16,5 TRIAD AREA,260,18045,1.44%,
3/5/16,6 WNC,74,10605,0.70%,
3/5/16,7 CLT AREA,267,23493,1.14%,
3/12/16,1 NENC,240,13186,1.82%,
3/12/16,2 SENC,130,6390,2.03%,
3/12/16,3 FAY AREA,657,15572,4.22%,
3/12/16,4 RTP AREA,282,15316,1.84%,
3/12/16,5 TRIAD AREA,549,19167,2.86%,
3/12/16,6 WNC,155,11131,1.39%,
3/12/16,7 CLT AREA,431,22928,1.88%,
3/19/16,1 NENC,274,12848,2.13%,
3/19/16,2 SENC,124,6375,1.95%,
3/19/16,3 FAY AREA,512,15702,3.26%,
3/19/16,4 RTP AREA,221,15300,1.44%,
3/19/16,5 TRIAD AREA,341,18784,1.82%,
3/19/16,6 WNC,124,9359,1.32%,
3/19/16,7 CLT AREA,349,24597,1.42%,
3/26/16,1 NENC,273,12170,2.24%,
3/26/16,2 SENC,103,5927,1.74%,
3/26/16,3 FAY AREA,420,14674,2.86%,
3/26/16,4 RTP AREA,183,14570,1.26%,
3/26/16,5 TRIAD AREA,285,17915,1.59%,
3/26/16,6 WNC,69,8850,0.78%,
3/26/16,7 CLT AREA,262,23353,1.12%,
4/2/16,1 NENC,244,11834,2.06%,
4/2/16,2 SENC,77,6046,1.27%,
4/2/16,3 FAY AREA,332,14174,2.34%,
4/2/16,4 RTP AREA,150,14241,1.05%,
4/2/16,5 TRIAD AREA,212,17447,1.22%,
