reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-03-28,0,2026-03-28,athens,Flu ED visits pct,quantile,0.025,0.0
2026-03-28,0,2026-03-28,athens,Flu ED visits pct,quantile,0.05,0.151
2026-03-28,0,2026-03-28,athens,Flu ED visits pct,quantile,0.1,0.288
2026-03-28,0,2026-03-28,athens,Flu ED visits pct,quantile,0.25,0.539
2026-03-28,0,2026-03-28,athens,Flu ED visits pct,quantile,0.5,0.921
2026-03-28,0,2026-03-28,athens,Flu ED visits pct,quantile,0.75,1.418
2026-03-28,0,2026-03-28,athens,Flu ED visits pct,quantile,0.9,2.015
2026-03-28,0,2026-03-28,athens,Flu ED visits pct,quantile,0.95,2.523
2026-03-28,0,2026-03-28,athens,Flu ED visits pct,quantile,0.975,2.882
2026-03-28,1,2026-04-04,athens,Flu ED visits pct,quantile,0.025,0.0
2026-03-28,1,2026-04-04,athens,Flu ED visits pct,quantile,0.05,0.0
2026-03-28,1,2026-04-04,athens,Flu ED visits pct,quantile,0.1,0.147
2026-03-28,1,2026-04-04,athens,Flu ED visits pct,quantile,0.25,0.327
2026-03-28,1,2026-04-04,athens,Flu ED visits pct,quantile,0.5,0.689
2026-03-28,1,2026-04-04,athens,Flu ED visits pct,quantile,0.75,1.211
2026-03-28,1,2026-04-04,athens,Flu ED visits pct,quantile,0.9,1.843
2026-03-28,1,2026-04-04,athens,Flu ED visits pct,quantile,0.95,2.211
2026-03-28,1,2026-04-04,athens,Flu ED visits pct,quantile,0.975,2.457
2026-03-28,2,2026-04-11,athens,Flu ED visits pct,quantile,0.025,0.0
2026-03-28,2,2026-04-11,athens,Flu ED visits pct,quantile,0.05,0.0
2026-03-28,2,2026-04-11,athens,Flu ED visits pct,quantile,0.1,0.0
2026-03-28,2,2026-04-11,athens,Flu ED visits pct,quantile,0.25,0.189
2026-03-28,2,2026-04-11,athens,Flu ED visits pct,quantile,0.5,0.438
2026-03-28,2,2026-04-11,athens,Flu ED visits pct,quantile,0.75,0.908
2026-03-28,2,2026-04-11,athens,Flu ED visits pct,quantile,0.9,1.534
2026-03-28,2,2026-04-11,athens,Flu ED visits pct,quantile,0.95,1.948
2026-03-28,2,2026-04-11,athens,Flu ED visits pct,quantile,0.975,2.415
2026-03-28,3,2026-04-18,athens,Flu ED visits pct,quantile,0.025,0.0
2026-03-28,3,2026-04-18,athens,Flu ED visits pct,quantile,0.05,0.0
2026-03-28,3,2026-04-18,athens,Flu ED visits pct,quantile,0.1,0.0
2026-03-28,3,2026-04-18,athens,Flu ED visits pct,quantile,0.25,0.0
2026-03-28,3,2026-04-18,athens,Flu ED visits pct,quantile,0.5,0.245
2026-03-28,3,2026-04-18,athens,Flu ED visits pct,quantile,0.75,0.563
2026-03-28,3,2026-04-18,athens,Flu ED visits pct,quantile,0.9,1.073
2026-03-28,3,2026-04-18,athens,Flu ED visits pct,quantile,0.95,1.461
2026-03-28,3,2026-04-18,athens,Flu ED visits pct,quantile,0.975,1.788
2026-03-28,0,2026-03-28,austin,Flu ED visits pct,quantile,0.025,0.132
2026-03-28,0,2026-03-28,austin,Flu ED visits pct,quantile,0.05,0.175
2026-03-28,0,2026-03-28,austin,Flu ED visits pct,quantile,0.1,0.228
2026-03-28,0,2026-03-28,austin,Flu ED visits pct,quantile,0.25,0.335
2026-03-28,0,2026-03-28,austin,Flu ED visits pct,quantile,0.5,0.5
2026-03-28,0,2026-03-28,austin,Flu ED visits pct,quantile,0.75,0.678
2026-03-28,0,2026-03-28,austin,Flu ED visits pct,quantile,0.9,0.9
2026-03-28,0,2026-03-28,austin,Flu ED visits pct,quantile,0.95,1.047
2026-03-28,0,2026-03-28,austin,Flu ED visits pct,quantile,0.975,1.134
2026-03-28,1,2026-04-04,austin,Flu ED visits pct,quantile,0.025,0.045
2026-03-28,1,2026-04-04,austin,Flu ED visits pct,quantile,0.05,0.064
2026-03-28,1,2026-04-04,austin,Flu ED visits pct,quantile,0.1,0.1
2026-03-28,1,2026-04-04,austin,Flu ED visits pct,quantile,0.25,0.168
2026-03-28,1,2026-04-04,austin,Flu ED visits pct,quantile,0.5,0.275
2026-03-28,1,2026-04-04,austin,Flu ED visits pct,quantile,0.75,0.408
2026-03-28,1,2026-04-04,austin,Flu ED visits pct,quantile,0.9,0.559
2026-03-28,1,2026-04-04,austin,Flu ED visits pct,quantile,0.95,0.662
2026-03-28,1,2026-04-04,austin,Flu ED visits pct,quantile,0.975,0.792
2026-03-28,2,2026-04-11,austin,Flu ED visits pct,quantile,0.025,0.0
2026-03-28,2,2026-04-11,austin,Flu ED visits pct,quantile,0.05,0.012
2026-03-28,2,2026-04-11,austin,Flu ED visits pct,quantile,0.1,0.037
2026-03-28,2,2026-04-11,austin,Flu ED visits pct,quantile,0.25,0.079
2026-03-28,2,2026-04-11,austin,Flu ED visits pct,quantile,0.5,0.152
2026-03-28,2,2026-04-11,austin,Flu ED visits pct,quantile,0.75,0.252
2026-03-28,2,2026-04-11,austin,Flu ED visits pct,quantile,0.9,0.357
2026-03-28,2,2026-04-11,austin,Flu ED visits pct,quantile,0.95,0.476
2026-03-28,2,2026-04-11,austin,Flu ED visits pct,quantile,0.975,0.577
2026-03-28,3,2026-04-18,austin,Flu ED visits pct,quantile,0.025,0.0
2026-03-28,3,2026-04-18,austin,Flu ED visits pct,quantile,0.05,0.0
2026-03-28,3,2026-04-18,austin,Flu ED visits pct,quantile,0.1,0.0
2026-03-28,3,2026-04-18,austin,Flu ED visits pct,quantile,0.25,0.029
2026-03-28,3,2026-04-18,austin,Flu ED visits pct,quantile,0.5,0.075
2026-03-28,3,2026-04-18,austin,Flu ED visits pct,quantile,0.75,0.145
2026-03-28,3,2026-04-18,austin,Flu ED visits pct,quantile,0.9,0.25
2026-03-28,3,2026-04-18,austin,Flu ED visits pct,quantile,0.95,0.323
2026-03-28,3,2026-04-18,austin,Flu ED visits pct,quantile,0.975,0.415
2026-03-28,0,2026-03-28,baltimore,Flu ED visits pct,quantile,0.025,0.078
2026-03-28,0,2026-03-28,baltimore,Flu ED visits pct,quantile,0.05,0.112
2026-03-28,0,2026-03-28,baltimore,Flu ED visits pct,quantile,0.1,0.153
2026-03-28,0,2026-03-28,baltimore,Flu ED visits pct,quantile,0.25,0.233
2026-03-28,0,2026-03-28,baltimore,Flu ED visits pct,quantile,0.5,0.352
2026-03-28,0,2026-03-28,baltimore,Flu ED visits pct,quantile,0.75,0.566
2026-03-28,0,2026-03-28,baltimore,Flu ED visits pct,quantile,0.9,0.841
2026-03-28,0,2026-03-28,baltimore,Flu ED visits pct,quantile,0.95,1.043
2026-03-28,0,2026-03-28,baltimore,Flu ED visits pct,quantile,0.975,1.19
