reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-03-14,0,2026-03-14,athens,Flu ED visits pct,quantile,0.025,0.099
2026-03-14,0,2026-03-14,athens,Flu ED visits pct,quantile,0.05,0.178
2026-03-14,0,2026-03-14,athens,Flu ED visits pct,quantile,0.1,0.298
2026-03-14,0,2026-03-14,athens,Flu ED visits pct,quantile,0.25,0.625
2026-03-14,0,2026-03-14,athens,Flu ED visits pct,quantile,0.5,1.094
2026-03-14,0,2026-03-14,athens,Flu ED visits pct,quantile,0.75,1.848
2026-03-14,0,2026-03-14,athens,Flu ED visits pct,quantile,0.9,2.896
2026-03-14,0,2026-03-14,athens,Flu ED visits pct,quantile,0.95,3.596
2026-03-14,0,2026-03-14,athens,Flu ED visits pct,quantile,0.975,4.277
2026-03-14,1,2026-03-21,athens,Flu ED visits pct,quantile,0.025,0.0
2026-03-14,1,2026-03-21,athens,Flu ED visits pct,quantile,0.05,0.104
2026-03-14,1,2026-03-21,athens,Flu ED visits pct,quantile,0.1,0.217
2026-03-14,1,2026-03-21,athens,Flu ED visits pct,quantile,0.25,0.44
2026-03-14,1,2026-03-21,athens,Flu ED visits pct,quantile,0.5,0.901
2026-03-14,1,2026-03-21,athens,Flu ED visits pct,quantile,0.75,1.644
2026-03-14,1,2026-03-21,athens,Flu ED visits pct,quantile,0.9,2.666
2026-03-14,1,2026-03-21,athens,Flu ED visits pct,quantile,0.95,3.506
2026-03-14,1,2026-03-21,athens,Flu ED visits pct,quantile,0.975,4.651
2026-03-14,2,2026-03-28,athens,Flu ED visits pct,quantile,0.025,0.0
2026-03-14,2,2026-03-28,athens,Flu ED visits pct,quantile,0.05,0.0
2026-03-14,2,2026-03-28,athens,Flu ED visits pct,quantile,0.1,0.113
2026-03-14,2,2026-03-28,athens,Flu ED visits pct,quantile,0.25,0.313
2026-03-14,2,2026-03-28,athens,Flu ED visits pct,quantile,0.5,0.688
2026-03-14,2,2026-03-28,athens,Flu ED visits pct,quantile,0.75,1.446
2026-03-14,2,2026-03-28,athens,Flu ED visits pct,quantile,0.9,2.571
2026-03-14,2,2026-03-28,athens,Flu ED visits pct,quantile,0.95,3.698
