reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-05-02,0,2026-05-02,athens,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,0,2026-05-02,athens,Flu ED visits pct,quantile,0.05,0.0
2026-05-02,0,2026-05-02,athens,Flu ED visits pct,quantile,0.1,0.0
2026-05-02,0,2026-05-02,athens,Flu ED visits pct,quantile,0.25,0.0
2026-05-02,0,2026-05-02,athens,Flu ED visits pct,quantile,0.5,0.0
2026-05-02,0,2026-05-02,athens,Flu ED visits pct,quantile,0.75,0.129
2026-05-02,0,2026-05-02,athens,Flu ED visits pct,quantile,0.9,0.292
2026-05-02,0,2026-05-02,athens,Flu ED visits pct,quantile,0.95,0.415
2026-05-02,0,2026-05-02,athens,Flu ED visits pct,quantile,0.975,0.583
2026-05-02,1,2026-05-09,athens,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,1,2026-05-09,athens,Flu ED visits pct,quantile,0.05,0.0
2026-05-02,1,2026-05-09,athens,Flu ED visits pct,quantile,0.1,0.0
2026-05-02,1,2026-05-09,athens,Flu ED visits pct,quantile,0.25,0.0
2026-05-02,1,2026-05-09,athens,Flu ED visits pct,quantile,0.5,0.0
2026-05-02,1,2026-05-09,athens,Flu ED visits pct,quantile,0.75,0.056
2026-05-02,1,2026-05-09,athens,Flu ED visits pct,quantile,0.9,0.237
2026-05-02,1,2026-05-09,athens,Flu ED visits pct,quantile,0.95,0.331
2026-05-02,1,2026-05-09,athens,Flu ED visits pct,quantile,0.975,0.583
2026-05-02,2,2026-05-16,athens,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,2,2026-05-16,athens,Flu ED visits pct,quantile,0.05,0.0
2026-05-02,2,2026-05-16,athens,Flu ED visits pct,quantile,0.1,0.0
2026-05-02,2,2026-05-16,athens,Flu ED visits pct,quantile,0.25,0.0
2026-05-02,2,2026-05-16,athens,Flu ED visits pct,quantile,0.5,0.0
2026-05-02,2,2026-05-16,athens,Flu ED visits pct,quantile,0.75,0.0
2026-05-02,2,2026-05-16,athens,Flu ED visits pct,quantile,0.9,0.141
2026-05-02,2,2026-05-16,athens,Flu ED visits pct,quantile,0.95,0.267
2026-05-02,2,2026-05-16,athens,Flu ED visits pct,quantile,0.975,0.384
2026-05-02,0,2026-05-02,austin,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,0,2026-05-02,austin,Flu ED visits pct,quantile,0.05,0.0
2026-05-02,0,2026-05-02,austin,Flu ED visits pct,quantile,0.1,0.0
2026-05-02,0,2026-05-02,austin,Flu ED visits pct,quantile,0.25,0.0
2026-05-02,0,2026-05-02,austin,Flu ED visits pct,quantile,0.5,0.028
2026-05-02,0,2026-05-02,austin,Flu ED visits pct,quantile,0.75,0.072
2026-05-02,0,2026-05-02,austin,Flu ED visits pct,quantile,0.9,0.148
2026-05-02,0,2026-05-02,austin,Flu ED visits pct,quantile,0.95,0.214
2026-05-02,0,2026-05-02,austin,Flu ED visits pct,quantile,0.975,0.315
2026-05-02,1,2026-05-09,austin,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,1,2026-05-09,austin,Flu ED visits pct,quantile,0.05,0.0
2026-05-02,1,2026-05-09,austin,Flu ED visits pct,quantile,0.1,0.0
2026-05-02,1,2026-05-09,austin,Flu ED visits pct,quantile,0.25,0.0
2026-05-02,1,2026-05-09,austin,Flu ED visits pct,quantile,0.5,0.0
2026-05-02,1,2026-05-09,austin,Flu ED visits pct,quantile,0.75,0.044
2026-05-02,1,2026-05-09,austin,Flu ED visits pct,quantile,0.9,0.09
2026-05-02,1,2026-05-09,austin,Flu ED visits pct,quantile,0.95,0.136
2026-05-02,1,2026-05-09,austin,Flu ED visits pct,quantile,0.975,0.197
2026-05-02,2,2026-05-16,austin,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,2,2026-05-16,austin,Flu ED visits pct,quantile,0.05,0.0
2026-05-02,2,2026-05-16,austin,Flu ED visits pct,quantile,0.1,0.0
2026-05-02,2,2026-05-16,austin,Flu ED visits pct,quantile,0.25,0.0
2026-05-02,2,2026-05-16,austin,Flu ED visits pct,quantile,0.5,0.0
2026-05-02,2,2026-05-16,austin,Flu ED visits pct,quantile,0.75,0.027
2026-05-02,2,2026-05-16,austin,Flu ED visits pct,quantile,0.9,0.067
2026-05-02,2,2026-05-16,austin,Flu ED visits pct,quantile,0.95,0.122
2026-05-02,2,2026-05-16,austin,Flu ED visits pct,quantile,0.975,0.148
2026-05-02,0,2026-05-02,baltimore,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,0,2026-05-02,baltimore,Flu ED visits pct,quantile,0.05,0.0
2026-05-02,0,2026-05-02,baltimore,Flu ED visits pct,quantile,0.1,0.0
2026-05-02,0,2026-05-02,baltimore,Flu ED visits pct,quantile,0.25,0.047
2026-05-02,0,2026-05-02,baltimore,Flu ED visits pct,quantile,0.5,0.115
2026-05-02,0,2026-05-02,baltimore,Flu ED visits pct,quantile,0.75,0.237
2026-05-02,0,2026-05-02,baltimore,Flu ED visits pct,quantile,0.9,0.406
2026-05-02,0,2026-05-02,baltimore,Flu ED visits pct,quantile,0.95,0.54
2026-05-02,0,2026-05-02,baltimore,Flu ED visits pct,quantile,0.975,0.645
2026-05-02,1,2026-05-09,baltimore,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,1,2026-05-09,baltimore,Flu ED visits pct,quantile,0.05,0.0
2026-05-02,1,2026-05-09,baltimore,Flu ED visits pct,quantile,0.1,0.0
2026-05-02,1,2026-05-09,baltimore,Flu ED visits pct,quantile,0.25,0.029
2026-05-02,1,2026-05-09,baltimore,Flu ED visits pct,quantile,0.5,0.089
2026-05-02,1,2026-05-09,baltimore,Flu ED visits pct,quantile,0.75,0.205
2026-05-02,1,2026-05-09,baltimore,Flu ED visits pct,quantile,0.9,0.35
2026-05-02,1,2026-05-09,baltimore,Flu ED visits pct,quantile,0.95,0.493
2026-05-02,1,2026-05-09,baltimore,Flu ED visits pct,quantile,0.975,0.609
2026-05-02,2,2026-05-16,baltimore,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,2,2026-05-16,baltimore,Flu ED visits pct,quantile,0.05,0.0
2026-05-02,2,2026-05-16,baltimore,Flu ED visits pct,quantile,0.1,0.0
2026-05-02,2,2026-05-16,baltimore,Flu ED visits pct,quantile,0.25,0.017
2026-05-02,2,2026-05-16,baltimore,Flu ED visits pct,quantile,0.5,0.073
2026-05-02,2,2026-05-16,baltimore,Flu ED visits pct,quantile,0.75,0.172
2026-05-02,2,2026-05-16,baltimore,Flu ED visits pct,quantile,0.9,0.325
2026-05-02,2,2026-05-16,baltimore,Flu ED visits pct,quantile,0.95,0.442
2026-05-02,2,2026-05-16,baltimore,Flu ED visits pct,quantile,0.975,0.558
2026-05-02,0,2026-05-02,bangor,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,0,2026-05-02,bangor,Flu ED visits pct,quantile,0.05,0.0
2026-05-02,0,2026-05-02,bangor,Flu ED visits pct,quantile,0.1,0.0
2026-05-02,0,2026-05-02,bangor,Flu ED visits pct,quantile,0.25,0.0
2026-05-02,0,2026-05-02,bangor,Flu ED visits pct,quantile,0.5,0.0
2026-05-02,0,2026-05-02,bangor,Flu ED visits pct,quantile,0.75,0.261
2026-05-02,0,2026-05-02,bangor,Flu ED visits pct,quantile,0.9,0.504
2026-05-02,0,2026-05-02,bangor,Flu ED visits pct,quantile,0.95,0.692
2026-05-02,0,2026-05-02,bangor,Flu ED visits pct,quantile,0.975,0.945
2026-05-02,1,2026-05-09,bangor,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,1,2026-05-09,bangor,Flu ED visits pct,quantile,0.05,0.0
2026-05-02,1,2026-05-09,bangor,Flu ED visits pct,quantile,0.1,0.0
2026-05-02,1,2026-05-09,bangor,Flu ED visits pct,quantile,0.25,0.0
2026-05-02,1,2026-05-09,bangor,Flu ED visits pct,quantile,0.5,0.0
2026-05-02,1,2026-05-09,bangor,Flu ED visits pct,quantile,0.75,0.126
2026-05-02,1,2026-05-09,bangor,Flu ED visits pct,quantile,0.9,0.331
2026-05-02,1,2026-05-09,bangor,Flu ED visits pct,quantile,0.95,0.467
2026-05-02,1,2026-05-09,bangor,Flu ED visits pct,quantile,0.975,0.593
2026-05-02,2,2026-05-16,bangor,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,2,2026-05-16,bangor,Flu ED visits pct,quantile,0.05,0.0
2026-05-02,2,2026-05-16,bangor,Flu ED visits pct,quantile,0.1,0.0
2026-05-02,2,2026-05-16,bangor,Flu ED visits pct,quantile,0.25,0.0
2026-05-02,2,2026-05-16,bangor,Flu ED visits pct,quantile,0.5,0.0
2026-05-02,2,2026-05-16,bangor,Flu ED visits pct,quantile,0.75,0.061
2026-05-02,2,2026-05-16,bangor,Flu ED visits pct,quantile,0.9,0.252
2026-05-02,2,2026-05-16,bangor,Flu ED visits pct,quantile,0.95,0.401
2026-05-02,2,2026-05-16,bangor,Flu ED visits pct,quantile,0.975,0.65
2026-05-02,0,2026-05-02,beaumont,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,0,2026-05-02,beaumont,Flu ED visits pct,quantile,0.05,0.0
2026-05-02,0,2026-05-02,beaumont,Flu ED visits pct,quantile,0.1,0.0
2026-05-02,0,2026-05-02,beaumont,Flu ED visits pct,quantile,0.25,0.0
2026-05-02,0,2026-05-02,beaumont,Flu ED visits pct,quantile,0.5,0.0
2026-05-02,0,2026-05-02,beaumont,Flu ED visits pct,quantile,0.75,0.049
2026-05-02,0,2026-05-02,beaumont,Flu ED visits pct,quantile,0.9,0.231
2026-05-02,0,2026-05-02,beaumont,Flu ED visits pct,quantile,0.95,0.344
2026-05-02,0,2026-05-02,beaumont,Flu ED visits pct,quantile,0.975,0.478
2026-05-02,1,2026-05-09,beaumont,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,1,2026-05-09,beaumont,Flu ED visits pct,quantile,0.05,0.0
2026-05-02,1,2026-05-09,beaumont,Flu ED visits pct,quantile,0.1,0.0
2026-05-02,1,2026-05-09,beaumont,Flu ED visits pct,quantile,0.25,0.0
2026-05-02,1,2026-05-09,beaumont,Flu ED visits pct,quantile,0.5,0.0
2026-05-02,1,2026-05-09,beaumont,Flu ED visits pct,quantile,0.75,0.0
2026-05-02,1,2026-05-09,beaumont,Flu ED visits pct,quantile,0.9,0.177
2026-05-02,1,2026-05-09,beaumont,Flu ED visits pct,quantile,0.95,0.251
2026-05-02,1,2026-05-09,beaumont,Flu ED visits pct,quantile,0.975,0.332
2026-05-02,2,2026-05-16,beaumont,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,2,2026-05-16,beaumont,Flu ED visits pct,quantile,0.05,0.0
2026-05-02,2,2026-05-16,beaumont,Flu ED visits pct,quantile,0.1,0.0
2026-05-02,2,2026-05-16,beaumont,Flu ED visits pct,quantile,0.25,0.0
2026-05-02,2,2026-05-16,beaumont,Flu ED visits pct,quantile,0.5,0.0
2026-05-02,2,2026-05-16,beaumont,Flu ED visits pct,quantile,0.75,0.0
2026-05-02,2,2026-05-16,beaumont,Flu ED visits pct,quantile,0.9,0.127
2026-05-02,2,2026-05-16,beaumont,Flu ED visits pct,quantile,0.95,0.242
2026-05-02,2,2026-05-16,beaumont,Flu ED visits pct,quantile,0.975,0.307
2026-05-02,0,2026-05-02,boston,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,0,2026-05-02,boston,Flu ED visits pct,quantile,0.05,0.011
2026-05-02,0,2026-05-02,boston,Flu ED visits pct,quantile,0.1,0.026
2026-05-02,0,2026-05-02,boston,Flu ED visits pct,quantile,0.25,0.071
2026-05-02,0,2026-05-02,boston,Flu ED visits pct,quantile,0.5,0.165
2026-05-02,0,2026-05-02,boston,Flu ED visits pct,quantile,0.75,0.347
2026-05-02,0,2026-05-02,boston,Flu ED visits pct,quantile,0.9,0.523
2026-05-02,0,2026-05-02,boston,Flu ED visits pct,quantile,0.95,0.676
2026-05-02,0,2026-05-02,boston,Flu ED visits pct,quantile,0.975,0.814
2026-05-02,1,2026-05-09,boston,Flu ED visits pct,quantile,0.025,0.0
2026-05-02,1,2026-05-09,boston,Flu ED visits pct,quantile,0.05,0.0
2026-05-02,1,2026-05-09,boston,Flu ED visits pct,quantile,0.1,0.008
2026-05-02,1,2026-05-09,boston,Flu ED visits pct,quantile,0.25,0.037
2026-05-02,1,2026-05-09,boston,Flu ED visits pct,quantile,0.5,0.103
2026-05-02,1,2026-05-09,boston,Flu ED visits pct,quantile,0.75,0.238
2026-05-02,1,2026-05-09,boston,Flu ED visits pct,quantile,0.9,0.415
2026-05-02,1,2026-05-09,boston,Flu ED visits pct,quantile,0.95,0.545
