reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-04-25,0,2026-04-25,athens,Flu ED visits pct,quantile,0.025,0.0
2026-04-25,0,2026-04-25,athens,Flu ED visits pct,quantile,0.05,0.0
2026-04-25,0,2026-04-25,athens,Flu ED visits pct,quantile,0.1,0.0
2026-04-25,0,2026-04-25,athens,Flu ED visits pct,quantile,0.25,0.0
2026-04-25,0,2026-04-25,athens,Flu ED visits pct,quantile,0.5,0.11
2026-04-25,0,2026-04-25,athens,Flu ED visits pct,quantile,0.75,0.3
2026-04-25,0,2026-04-25,athens,Flu ED visits pct,quantile,0.9,0.542
2026-04-25,0,2026-04-25,athens,Flu ED visits pct,quantile,0.95,0.692
2026-04-25,0,2026-04-25,athens,Flu ED visits pct,quantile,0.975,0.809
2026-04-25,1,2026-05-02,athens,Flu ED visits pct,quantile,0.025,0.0
2026-04-25,1,2026-05-02,athens,Flu ED visits pct,quantile,0.05,0.0
2026-04-25,1,2026-05-02,athens,Flu ED visits pct,quantile,0.1,0.0
2026-04-25,1,2026-05-02,athens,Flu ED visits pct,quantile,0.25,0.0
2026-04-25,1,2026-05-02,athens,Flu ED visits pct,quantile,0.5,0.0
2026-04-25,1,2026-05-02,athens,Flu ED visits pct,quantile,0.75,0.21
2026-04-25,1,2026-05-02,athens,Flu ED visits pct,quantile,0.9,0.382
2026-04-25,1,2026-05-02,athens,Flu ED visits pct,quantile,0.95,0.559
2026-04-25,1,2026-05-02,athens,Flu ED visits pct,quantile,0.975,0.714
2026-04-25,2,2026-05-09,athens,Flu ED visits pct,quantile,0.025,0.0
2026-04-25,2,2026-05-09,athens,Flu ED visits pct,quantile,0.05,0.0
2026-04-25,2,2026-05-09,athens,Flu ED visits pct,quantile,0.1,0.0
2026-04-25,2,2026-05-09,athens,Flu ED visits pct,quantile,0.25,0.0
2026-04-25,2,2026-05-09,athens,Flu ED visits pct,quantile,0.5,0.0
2026-04-25,2,2026-05-09,athens,Flu ED visits pct,quantile,0.75,0.114
2026-04-25,2,2026-05-09,athens,Flu ED visits pct,quantile,0.9,0.278
2026-04-25,2,2026-05-09,athens,Flu ED visits pct,quantile,0.95,0.428
2026-04-25,2,2026-05-09,athens,Flu ED visits pct,quantile,0.975,0.663
2026-04-25,3,2026-05-16,athens,Flu ED visits pct,quantile,0.025,0.0
2026-04-25,3,2026-05-16,athens,Flu ED visits pct,quantile,0.05,0.0
2026-04-25,3,2026-05-16,athens,Flu ED visits pct,quantile,0.1,0.0
2026-04-25,3,2026-05-16,athens,Flu ED visits pct,quantile,0.25,0.0
2026-04-25,3,2026-05-16,athens,Flu ED visits pct,quantile,0.5,0.0
2026-04-25,3,2026-05-16,athens,Flu ED visits pct,quantile,0.75,0.0
2026-04-25,3,2026-05-16,athens,Flu ED visits pct,quantile,0.9,0.214
2026-04-25,3,2026-05-16,athens,Flu ED visits pct,quantile,0.95,0.355
2026-04-25,3,2026-05-16,athens,Flu ED visits pct,quantile,0.975,0.502
2026-04-25,0,2026-04-25,austin,Flu ED visits pct,quantile,0.025,0.0
2026-04-25,0,2026-04-25,austin,Flu ED visits pct,quantile,0.05,0.0
2026-04-25,0,2026-04-25,austin,Flu ED visits pct,quantile,0.1,0.0
2026-04-25,0,2026-04-25,austin,Flu ED visits pct,quantile,0.25,0.0
2026-04-25,0,2026-04-25,austin,Flu ED visits pct,quantile,0.5,0.048
2026-04-25,0,2026-04-25,austin,Flu ED visits pct,quantile,0.75,0.107
2026-04-25,0,2026-04-25,austin,Flu ED visits pct,quantile,0.9,0.193
2026-04-25,0,2026-04-25,austin,Flu ED visits pct,quantile,0.95,0.26
2026-04-25,0,2026-04-25,austin,Flu ED visits pct,quantile,0.975,0.326
2026-04-25,1,2026-05-02,austin,Flu ED visits pct,quantile,0.025,0.0
2026-04-25,1,2026-05-02,austin,Flu ED visits pct,quantile,0.05,0.0
2026-04-25,1,2026-05-02,austin,Flu ED visits pct,quantile,0.1,0.0
2026-04-25,1,2026-05-02,austin,Flu ED visits pct,quantile,0.25,0.0
2026-04-25,1,2026-05-02,austin,Flu ED visits pct,quantile,0.5,0.023
2026-04-25,1,2026-05-02,austin,Flu ED visits pct,quantile,0.75,0.064
2026-04-25,1,2026-05-02,austin,Flu ED visits pct,quantile,0.9,0.127
2026-04-25,1,2026-05-02,austin,Flu ED visits pct,quantile,0.95,0.174
2026-04-25,1,2026-05-02,austin,Flu ED visits pct,quantile,0.975,0.221
2026-04-25,2,2026-05-09,austin,Flu ED visits pct,quantile,0.025,0.0
2026-04-25,2,2026-05-09,austin,Flu ED visits pct,quantile,0.05,0.0
2026-04-25,2,2026-05-09,austin,Flu ED visits pct,quantile,0.1,0.0
2026-04-25,2,2026-05-09,austin,Flu ED visits pct,quantile,0.25,0.0
2026-04-25,2,2026-05-09,austin,Flu ED visits pct,quantile,0.5,0.0
2026-04-25,2,2026-05-09,austin,Flu ED visits pct,quantile,0.75,0.04
2026-04-25,2,2026-05-09,austin,Flu ED visits pct,quantile,0.9,0.097
2026-04-25,2,2026-05-09,austin,Flu ED visits pct,quantile,0.95,0.135
2026-04-25,2,2026-05-09,austin,Flu ED visits pct,quantile,0.975,0.167
2026-04-25,3,2026-05-16,austin,Flu ED visits pct,quantile,0.025,0.0
2026-04-25,3,2026-05-16,austin,Flu ED visits pct,quantile,0.05,0.0
2026-04-25,3,2026-05-16,austin,Flu ED visits pct,quantile,0.1,0.0
2026-04-25,3,2026-05-16,austin,Flu ED visits pct,quantile,0.25,0.0
2026-04-25,3,2026-05-16,austin,Flu ED visits pct,quantile,0.5,0.0
2026-04-25,3,2026-05-16,austin,Flu ED visits pct,quantile,0.75,0.021
2026-04-25,3,2026-05-16,austin,Flu ED visits pct,quantile,0.9,0.066
2026-04-25,3,2026-05-16,austin,Flu ED visits pct,quantile,0.95,0.104
2026-04-25,3,2026-05-16,austin,Flu ED visits pct,quantile,0.975,0.134
2026-04-25,0,2026-04-25,baltimore,Flu ED visits pct,quantile,0.025,0.0
2026-04-25,0,2026-04-25,baltimore,Flu ED visits pct,quantile,0.05,0.0
2026-04-25,0,2026-04-25,baltimore,Flu ED visits pct,quantile,0.1,0.015
2026-04-25,0,2026-04-25,baltimore,Flu ED visits pct,quantile,0.25,0.048
2026-04-25,0,2026-04-25,baltimore,Flu ED visits pct,quantile,0.5,0.111
2026-04-25,0,2026-04-25,baltimore,Flu ED visits pct,quantile,0.75,0.222
2026-04-25,0,2026-04-25,baltimore,Flu ED visits pct,quantile,0.9,0.409
2026-04-25,0,2026-04-25,baltimore,Flu ED visits pct,quantile,0.95,0.527
2026-04-25,0,2026-04-25,baltimore,Flu ED visits pct,quantile,0.975,0.622
2026-04-25,1,2026-05-02,baltimore,Flu ED visits pct,quantile,0.025,0.0
2026-04-25,1,2026-05-02,baltimore,Flu ED visits pct,quantile,0.05,0.0
2026-04-25,1,2026-05-02,baltimore,Flu ED visits pct,quantile,0.1,0.0
2026-04-25,1,2026-05-02,baltimore,Flu ED visits pct,quantile,0.25,0.031
2026-04-25,1,2026-05-02,baltimore,Flu ED visits pct,quantile,0.5,0.078
2026-04-25,1,2026-05-02,baltimore,Flu ED visits pct,quantile,0.75,0.177
2026-04-25,1,2026-05-02,baltimore,Flu ED visits pct,quantile,0.9,0.35
2026-04-25,1,2026-05-02,baltimore,Flu ED visits pct,quantile,0.95,0.461
2026-04-25,1,2026-05-02,baltimore,Flu ED visits pct,quantile,0.975,0.582
2026-04-25,2,2026-05-09,baltimore,Flu ED visits pct,quantile,0.025,0.0
2026-04-25,2,2026-05-09,baltimore,Flu ED visits pct,quantile,0.05,0.0
2026-04-25,2,2026-05-09,baltimore,Flu ED visits pct,quantile,0.1,0.0
2026-04-25,2,2026-05-09,baltimore,Flu ED visits pct,quantile,0.25,0.008
2026-04-25,2,2026-05-09,baltimore,Flu ED visits pct,quantile,0.5,0.051
2026-04-25,2,2026-05-09,baltimore,Flu ED visits pct,quantile,0.75,0.156
2026-04-25,2,2026-05-09,baltimore,Flu ED visits pct,quantile,0.9,0.293
2026-04-25,2,2026-05-09,baltimore,Flu ED visits pct,quantile,0.95,0.427
2026-04-25,2,2026-05-09,baltimore,Flu ED visits pct,quantile,0.975,0.53
2026-04-25,3,2026-05-16,baltimore,Flu ED visits pct,quantile,0.025,0.0
2026-04-25,3,2026-05-16,baltimore,Flu ED visits pct,quantile,0.05,0.0
2026-04-25,3,2026-05-16,baltimore,Flu ED visits pct,quantile,0.1,0.0
2026-04-25,3,2026-05-16,baltimore,Flu ED visits pct,quantile,0.25,0.0
2026-04-25,3,2026-05-16,baltimore,Flu ED visits pct,quantile,0.5,0.04
2026-04-25,3,2026-05-16,baltimore,Flu ED visits pct,quantile,0.75,0.126
2026-04-25,3,2026-05-16,baltimore,Flu ED visits pct,quantile,0.9,0.275
2026-04-25,3,2026-05-16,baltimore,Flu ED visits pct,quantile,0.95,0.386
2026-04-25,3,2026-05-16,baltimore,Flu ED visits pct,quantile,0.975,0.468
2026-04-25,0,2026-04-25,bangor,Flu ED visits pct,quantile,0.025,0.0
2026-04-25,0,2026-04-25,bangor,Flu ED visits pct,quantile,0.05,0.0
2026-04-25,0,2026-04-25,bangor,Flu ED visits pct,quantile,0.1,0.0
