reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-05-23,0,2026-05-23,athens,Flu ED visits pct,quantile,0.025,0.0
2026-05-23,0,2026-05-23,athens,Flu ED visits pct,quantile,0.05,0.0
2026-05-23,0,2026-05-23,athens,Flu ED visits pct,quantile,0.1,0.0
2026-05-23,0,2026-05-23,athens,Flu ED visits pct,quantile,0.25,0.0
2026-05-23,0,2026-05-23,athens,Flu ED visits pct,quantile,0.5,0.009
2026-05-23,0,2026-05-23,athens,Flu ED visits pct,quantile,0.75,0.135
2026-05-23,0,2026-05-23,athens,Flu ED visits pct,quantile,0.9,0.378
2026-05-23,0,2026-05-23,athens,Flu ED visits pct,quantile,0.95,0.634
2026-05-23,0,2026-05-23,athens,Flu ED visits pct,quantile,0.975,0.986
2026-05-23,1,2026-05-30,athens,Flu ED visits pct,quantile,0.025,0.0
2026-05-23,1,2026-05-30,athens,Flu ED visits pct,quantile,0.05,0.0
2026-05-23,1,2026-05-30,athens,Flu ED visits pct,quantile,0.1,0.0
2026-05-23,1,2026-05-30,athens,Flu ED visits pct,quantile,0.25,0.0
2026-05-23,1,2026-05-30,athens,Flu ED visits pct,quantile,0.5,0.008
2026-05-23,1,2026-05-30,athens,Flu ED visits pct,quantile,0.75,0.106
2026-05-23,1,2026-05-30,athens,Flu ED visits pct,quantile,0.9,0.401
2026-05-23,1,2026-05-30,athens,Flu ED visits pct,quantile,0.95,0.722
2026-05-23,1,2026-05-30,athens,Flu ED visits pct,quantile,0.975,1.12
2026-05-23,2,2026-06-06,athens,Flu ED visits pct,quantile,0.025,0.0
2026-05-23,2,2026-06-06,athens,Flu ED visits pct,quantile,0.05,0.0
2026-05-23,2,2026-06-06,athens,Flu ED visits pct,quantile,0.1,0.0
2026-05-23,2,2026-06-06,athens,Flu ED visits pct,quantile,0.25,0.0
2026-05-23,2,2026-06-06,athens,Flu ED visits pct,quantile,0.5,0.004
2026-05-23,2,2026-06-06,athens,Flu ED visits pct,quantile,0.75,0.128
2026-05-23,2,2026-06-06,athens,Flu ED visits pct,quantile,0.9,0.466
2026-05-23,2,2026-06-06,athens,Flu ED visits pct,quantile,0.95,0.82
2026-05-23,2,2026-06-06,athens,Flu ED visits pct,quantile,0.975,1.287
2026-05-23,3,2026-06-13,athens,Flu ED visits pct,quantile,0.025,0.0
2026-05-23,3,2026-06-13,athens,Flu ED visits pct,quantile,0.05,0.0
2026-05-23,3,2026-06-13,athens,Flu ED visits pct,quantile,0.1,0.0
2026-05-23,3,2026-06-13,athens,Flu ED visits pct,quantile,0.25,0.0
2026-05-23,3,2026-06-13,athens,Flu ED visits pct,quantile,0.5,0.004
2026-05-23,3,2026-06-13,athens,Flu ED visits pct,quantile,0.75,0.086
2026-05-23,3,2026-06-13,athens,Flu ED visits pct,quantile,0.9,0.349
2026-05-23,3,2026-06-13,athens,Flu ED visits pct,quantile,0.95,0.635
2026-05-23,3,2026-06-13,athens,Flu ED visits pct,quantile,0.975,1.008
2026-05-23,0,2026-05-23,austin,Flu ED visits pct,quantile,0.025,0.0
2026-05-23,0,2026-05-23,austin,Flu ED visits pct,quantile,0.05,0.0
2026-05-23,0,2026-05-23,austin,Flu ED visits pct,quantile,0.1,0.0
2026-05-23,0,2026-05-23,austin,Flu ED visits pct,quantile,0.25,0.0
2026-05-23,0,2026-05-23,austin,Flu ED visits pct,quantile,0.5,0.021
2026-05-23,0,2026-05-23,austin,Flu ED visits pct,quantile,0.75,0.134
2026-05-23,0,2026-05-23,austin,Flu ED visits pct,quantile,0.9,0.417
2026-05-23,0,2026-05-23,austin,Flu ED visits pct,quantile,0.95,0.802
2026-05-23,0,2026-05-23,austin,Flu ED visits pct,quantile,0.975,1.238
2026-05-23,1,2026-05-30,austin,Flu ED visits pct,quantile,0.025,0.0
2026-05-23,1,2026-05-30,austin,Flu ED visits pct,quantile,0.05,0.0
2026-05-23,1,2026-05-30,austin,Flu ED visits pct,quantile,0.1,0.0
2026-05-23,1,2026-05-30,austin,Flu ED visits pct,quantile,0.25,0.0
2026-05-23,1,2026-05-30,austin,Flu ED visits pct,quantile,0.5,0.016
2026-05-23,1,2026-05-30,austin,Flu ED visits pct,quantile,0.75,0.1
2026-05-23,1,2026-05-30,austin,Flu ED visits pct,quantile,0.9,0.374
2026-05-23,1,2026-05-30,austin,Flu ED visits pct,quantile,0.95,0.596
2026-05-23,1,2026-05-30,austin,Flu ED visits pct,quantile,0.975,0.883
2026-05-23,2,2026-06-06,austin,Flu ED visits pct,quantile,0.025,0.0
2026-05-23,2,2026-06-06,austin,Flu ED visits pct,quantile,0.05,0.0
2026-05-23,2,2026-06-06,austin,Flu ED visits pct,quantile,0.1,0.0
2026-05-23,2,2026-06-06,austin,Flu ED visits pct,quantile,0.25,0.0
2026-05-23,2,2026-06-06,austin,Flu ED visits pct,quantile,0.5,0.011
2026-05-23,2,2026-06-06,austin,Flu ED visits pct,quantile,0.75,0.097
2026-05-23,2,2026-06-06,austin,Flu ED visits pct,quantile,0.9,0.375
2026-05-23,2,2026-06-06,austin,Flu ED visits pct,quantile,0.95,0.69
2026-05-23,2,2026-06-06,austin,Flu ED visits pct,quantile,0.975,1.128
2026-05-23,3,2026-06-13,austin,Flu ED visits pct,quantile,0.025,0.0
2026-05-23,3,2026-06-13,austin,Flu ED visits pct,quantile,0.05,0.0
2026-05-23,3,2026-06-13,austin,Flu ED visits pct,quantile,0.1,0.0
2026-05-23,3,2026-06-13,austin,Flu ED visits pct,quantile,0.25,0.0
