reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-05-09,0,2026-05-09,athens,Flu ED visits pct,quantile,0.025,0.0
2026-05-09,0,2026-05-09,athens,Flu ED visits pct,quantile,0.05,0.0
2026-05-09,0,2026-05-09,athens,Flu ED visits pct,quantile,0.1,0.0
2026-05-09,0,2026-05-09,athens,Flu ED visits pct,quantile,0.25,0.0
2026-05-09,0,2026-05-09,athens,Flu ED visits pct,quantile,0.5,0.0
2026-05-09,0,2026-05-09,athens,Flu ED visits pct,quantile,0.75,0.058
2026-05-09,0,2026-05-09,athens,Flu ED visits pct,quantile,0.9,0.252
2026-05-09,0,2026-05-09,athens,Flu ED visits pct,quantile,0.95,0.388
2026-05-09,0,2026-05-09,athens,Flu ED visits pct,quantile,0.975,0.569
2026-05-09,1,2026-05-16,athens,Flu ED visits pct,quantile,0.025,0.0
2026-05-09,1,2026-05-16,athens,Flu ED visits pct,quantile,0.05,0.0
2026-05-09,1,2026-05-16,athens,Flu ED visits pct,quantile,0.1,0.0
2026-05-09,1,2026-05-16,athens,Flu ED visits pct,quantile,0.25,0.0
2026-05-09,1,2026-05-16,athens,Flu ED visits pct,quantile,0.5,0.0
2026-05-09,1,2026-05-16,athens,Flu ED visits pct,quantile,0.75,0.0
2026-05-09,1,2026-05-16,athens,Flu ED visits pct,quantile,0.9,0.181
2026-05-09,1,2026-05-16,athens,Flu ED visits pct,quantile,0.95,0.302
2026-05-09,1,2026-05-16,athens,Flu ED visits pct,quantile,0.975,0.425
2026-05-09,2,2026-05-23,athens,Flu ED visits pct,quantile,0.025,0.0
2026-05-09,2,2026-05-23,athens,Flu ED visits pct,quantile,0.05,0.0
2026-05-09,2,2026-05-23,athens,Flu ED visits pct,quantile,0.1,0.0
2026-05-09,2,2026-05-23,athens,Flu ED visits pct,quantile,0.25,0.0
2026-05-09,2,2026-05-23,athens,Flu ED visits pct,quantile,0.5,0.0
2026-05-09,2,2026-05-23,athens,Flu ED visits pct,quantile,0.75,0.0
2026-05-09,2,2026-05-23,athens,Flu ED visits pct,quantile,0.9,0.101
2026-05-09,2,2026-05-23,athens,Flu ED visits pct,quantile,0.95,0.227
2026-05-09,2,2026-05-23,athens,Flu ED visits pct,quantile,0.975,0.364
2026-05-09,3,2026-05-30,athens,Flu ED visits pct,quantile,0.025,0.0
2026-05-09,3,2026-05-30,athens,Flu ED visits pct,quantile,0.05,0.0
2026-05-09,3,2026-05-30,athens,Flu ED visits pct,quantile,0.1,0.0
2026-05-09,3,2026-05-30,athens,Flu ED visits pct,quantile,0.25,0.0
2026-05-09,3,2026-05-30,athens,Flu ED visits pct,quantile,0.5,0.0
2026-05-09,3,2026-05-30,athens,Flu ED visits pct,quantile,0.75,0.0
2026-05-09,3,2026-05-30,athens,Flu ED visits pct,quantile,0.9,0.0
