"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
2026-03-28,"boulder",0,"Flu ED visits pct",2026-03-28,"quantile",0.025,0.7110727
2026-03-28,"boulder",0,"Flu ED visits pct",2026-03-28,"quantile",0.05,0.86379285
2026-03-28,"boulder",0,"Flu ED visits pct",2026-03-28,"quantile",0.1,1.101774
2026-03-28,"boulder",0,"Flu ED visits pct",2026-03-28,"quantile",0.25,1.526825
2026-03-28,"boulder",0,"Flu ED visits pct",2026-03-28,"quantile",0.5,2.11741
2026-03-28,"boulder",0,"Flu ED visits pct",2026-03-28,"quantile",0.75,2.854875
2026-03-28,"boulder",0,"Flu ED visits pct",2026-03-28,"quantile",0.9,3.750515
2026-03-28,"boulder",0,"Flu ED visits pct",2026-03-28,"quantile",0.95,4.256156
2026-03-28,"boulder",0,"Flu ED visits pct",2026-03-28,"quantile",0.975,4.92456599999999
2026-03-28,"colorado-springs",0,"Flu ED visits pct",2026-03-28,"quantile",0.025,0.7187972
2026-03-28,"colorado-springs",0,"Flu ED visits pct",2026-03-28,"quantile",0.05,0.83159855
2026-03-28,"colorado-springs",0,"Flu ED visits pct",2026-03-28,"quantile",0.1,0.9740755
2026-03-28,"colorado-springs",0,"Flu ED visits pct",2026-03-28,"quantile",0.25,1.2350475
2026-03-28,"colorado-springs",0,"Flu ED visits pct",2026-03-28,"quantile",0.5,1.568935
2026-03-28,"colorado-springs",0,"Flu ED visits pct",2026-03-28,"quantile",0.75,1.9716875
2026-03-28,"colorado-springs",0,"Flu ED visits pct",2026-03-28,"quantile",0.9,2.422092
2026-03-28,"colorado-springs",0,"Flu ED visits pct",2026-03-28,"quantile",0.95,2.757029
2026-03-28,"colorado-springs",0,"Flu ED visits pct",2026-03-28,"quantile",0.975,3.09873025
2026-03-28,"denver",0,"Flu ED visits pct",2026-03-28,"quantile",0.025,0.93040715
2026-03-28,"denver",0,"Flu ED visits pct",2026-03-28,"quantile",0.05,1.0445855
2026-03-28,"denver",0,"Flu ED visits pct",2026-03-28,"quantile",0.1,1.174528
2026-03-28,"denver",0,"Flu ED visits pct",2026-03-28,"quantile",0.25,1.385615
2026-03-28,"denver",0,"Flu ED visits pct",2026-03-28,"quantile",0.5,1.67988
2026-03-28,"denver",0,"Flu ED visits pct",2026-03-28,"quantile",0.75,2.0291525
2026-03-28,"denver",0,"Flu ED visits pct",2026-03-28,"quantile",0.9,2.383281
2026-03-28,"denver",0,"Flu ED visits pct",2026-03-28,"quantile",0.95,2.649211
2026-03-28,"denver",0,"Flu ED visits pct",2026-03-28,"quantile",0.975,2.88690425
2026-03-28,"larimer",0,"Flu ED visits pct",2026-03-28,"quantile",0.025,0.4740455
2026-03-28,"larimer",0,"Flu ED visits pct",2026-03-28,"quantile",0.05,0.5521704
2026-03-28,"larimer",0,"Flu ED visits pct",2026-03-28,"quantile",0.1,0.6834435
2026-03-28,"larimer",0,"Flu ED visits pct",2026-03-28,"quantile",0.25,0.91834275
2026-03-28,"larimer",0,"Flu ED visits pct",2026-03-28,"quantile",0.5,1.278025
2026-03-28,"larimer",0,"Flu ED visits pct",2026-03-28,"quantile",0.75,1.709985
2026-03-28,"larimer",0,"Flu ED visits pct",2026-03-28,"quantile",0.9,2.210956
2026-03-28,"larimer",0,"Flu ED visits pct",2026-03-28,"quantile",0.95,2.6101705
2026-03-28,"larimer",0,"Flu ED visits pct",2026-03-28,"quantile",0.975,2.906366
2026-03-28,"mesa",0,"Flu ED visits pct",2026-03-28,"quantile",0.025,0.0294932825
2026-03-28,"mesa",0,"Flu ED visits pct",2026-03-28,"quantile",0.05,0.0615995
2026-03-28,"mesa",0,"Flu ED visits pct",2026-03-28,"quantile",0.1,0.1390503
2026-03-28,"mesa",0,"Flu ED visits pct",2026-03-28,"quantile",0.25,0.36261475
2026-03-28,"mesa",0,"Flu ED visits pct",2026-03-28,"quantile",0.5,0.742043
2026-03-28,"mesa",0,"Flu ED visits pct",2026-03-28,"quantile",0.75,1.31764
