"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
"2025-11-22","colorado",0,"Flu ED visits pct","2025-11-22","quantile","0.025",0.58676328341953
"2025-11-22","colorado",0,"Flu ED visits pct","2025-11-22","quantile","0.05",0.661537518139763
"2025-11-22","colorado",0,"Flu ED visits pct","2025-11-22","quantile","0.1",0.728106127932686
"2025-11-22","colorado",0,"Flu ED visits pct","2025-11-22","quantile","0.25",0.868743647057042
"2025-11-22","colorado",0,"Flu ED visits pct","2025-11-22","quantile","0.5",1.03663369997123
"2025-11-22","colorado",0,"Flu ED visits pct","2025-11-22","quantile","0.75",1.28231432383408
"2025-11-22","colorado",0,"Flu ED visits pct","2025-11-22","quantile","0.9",1.51855189187898
"2025-11-22","colorado",0,"Flu ED visits pct","2025-11-22","quantile","0.95",1.69951221709152
"2025-11-22","colorado",0,"Flu ED visits pct","2025-11-22","quantile","0.975",1.85378727275615
"2025-11-22","colorado",1,"Flu ED visits pct","2025-11-29","quantile","0.025",0.589877000200466
"2025-11-22","colorado",1,"Flu ED visits pct","2025-11-29","quantile","0.05",0.68037151112153
"2025-11-22","colorado",1,"Flu ED visits pct","2025-11-29","quantile","0.1",0.804003093671131
"2025-11-22","colorado",1,"Flu ED visits pct","2025-11-29","quantile","0.25",1.03699122996266
"2025-11-22","colorado",1,"Flu ED visits pct","2025-11-29","quantile","0.5",1.31389419627974
"2025-11-22","colorado",1,"Flu ED visits pct","2025-11-29","quantile","0.75",1.66184633594109
"2025-11-22","colorado",1,"Flu ED visits pct","2025-11-29","quantile","0.9",2.27302176490172
"2025-11-22","colorado",1,"Flu ED visits pct","2025-11-29","quantile","0.95",2.64431041169587
"2025-11-22","colorado",1,"Flu ED visits pct","2025-11-29","quantile","0.975",2.92593187949776
"2025-11-22","colorado",2,"Flu ED visits pct","2025-12-06","quantile","0.025",0.3647874711049
"2025-11-22","colorado",2,"Flu ED visits pct","2025-12-06","quantile","0.05",0.476554404134302
"2025-11-22","colorado",2,"Flu ED visits pct","2025-12-06","quantile","0.1",0.641089538266865
"2025-11-22","colorado",2,"Flu ED visits pct","2025-12-06","quantile","0.25",0.980466128082856
"2025-11-22","colorado",2,"Flu ED visits pct","2025-12-06","quantile","0.5",1.58693085011026
"2025-11-22","colorado",2,"Flu ED visits pct","2025-12-06","quantile","0.75",2.21760991893454
"2025-11-22","colorado",2,"Flu ED visits pct","2025-12-06","quantile","0.9",2.87476355511709
"2025-11-22","colorado",2,"Flu ED visits pct","2025-12-06","quantile","0.95",3.28923132391262
"2025-11-22","colorado",2,"Flu ED visits pct","2025-12-06","quantile","0.975",3.82035892462851
"2025-11-22","colorado",3,"Flu ED visits pct","2025-12-13","quantile","0.025",0.338386366069644
"2025-11-22","colorado",3,"Flu ED visits pct","2025-12-13","quantile","0.05",0.439659804203646
"2025-11-22","colorado",3,"Flu ED visits pct","2025-12-13","quantile","0.1",0.610385513065136
"2025-11-22","colorado",3,"Flu ED visits pct","2025-12-13","quantile","0.25",0.95429859892424
"2025-11-22","colorado",3,"Flu ED visits pct","2025-12-13","quantile","0.5",1.6917384570059
"2025-11-22","colorado",3,"Flu ED visits pct","2025-12-13","quantile","0.75",3.1992314655085
"2025-11-22","colorado",3,"Flu ED visits pct","2025-12-13","quantile","0.9",4.2611169422196
"2025-11-22","colorado",3,"Flu ED visits pct","2025-12-13","quantile","0.95",5.10282430838688
"2025-11-22","colorado",3,"Flu ED visits pct","2025-12-13","quantile","0.975",5.90559992140502
"2025-11-22","georgia",0,"Flu ED visits pct","2025-11-22","quantile","0.025",0.303771646658001
"2025-11-22","georgia",0,"Flu ED visits pct","2025-11-22","quantile","0.05",0.349913606244334
"2025-11-22","georgia",0,"Flu ED visits pct","2025-11-22","quantile","0.1",0.397954344581261
"2025-11-22","georgia",0,"Flu ED visits pct","2025-11-22","quantile","0.25",0.480750516210041
"2025-11-22","georgia",0,"Flu ED visits pct","2025-11-22","quantile","0.5",0.608032416772444
"2025-11-22","georgia",0,"Flu ED visits pct","2025-11-22","quantile","0.75",0.74368128591325
"2025-11-22","georgia",0,"Flu ED visits pct","2025-11-22","quantile","0.9",0.894360312679304
"2025-11-22","georgia",0,"Flu ED visits pct","2025-11-22","quantile","0.95",0.989632225995649
"2025-11-22","georgia",0,"Flu ED visits pct","2025-11-22","quantile","0.975",1.07899274047598
"2025-11-22","georgia",1,"Flu ED visits pct","2025-11-29","quantile","0.025",0.32829457304596
"2025-11-22","georgia",1,"Flu ED visits pct","2025-11-29","quantile","0.05",0.38013630892532
"2025-11-22","georgia",1,"Flu ED visits pct","2025-11-29","quantile","0.1",0.443657982859405
"2025-11-22","georgia",1,"Flu ED visits pct","2025-11-29","quantile","0.25",0.569529487712939
"2025-11-22","georgia",1,"Flu ED visits pct","2025-11-29","quantile","0.5",0.783786993085528
"2025-11-22","georgia",1,"Flu ED visits pct","2025-11-29","quantile","0.75",1.01031346705481
"2025-11-22","georgia",1,"Flu ED visits pct","2025-11-29","quantile","0.9",1.288322745761
